time,seconds_elapsed,relativeAltitude,pressure,local_time
1775952552199111700,63.92411157226562,-0.240447998046875,995.6226348876953,2026-04-11T19:09:12.199-05:00
1775952553271300900,64.99630078125,-0.240447998046875,995.6226348876953,2026-04-11T19:09:13.271-05:00
1775952554343535600,66.06853564453125,-0.2510223388671875,995.6241607666016,2026-04-11T19:09:14.343-05:00
1775952555415746800,67.14074682617188,-0.2510223388671875,995.6241607666016,2026-04-11T19:09:15.415-05:00
1775952556487935000,68.21293505859374,-0.2510223388671875,995.6241607666016,2026-04-11T19:09:16.487-05:00
1775952557560102000,69.28510180664063,-0.293304443359375,995.6291198730469,2026-04-11T19:09:17.560-05:00
1775952558632296000,70.3572958984375,-0.298583984375,995.6295776367188,2026-04-11T19:09:18.632-05:00
1775952559704518000,71.42951782226562,-0.3065185546875,995.6307983398438,2026-04-11T19:09:19.704-05:00
1775952560776714000,72.5017138671875,-0.31707763671875,995.6317901611328,2026-04-11T19:09:20.776-05:00
1775952561848906800,73.57390673828125,-0.31707763671875,995.6317901611328,2026-04-11T19:09:21.848-05:00
1775952562921063700,74.64606372070313,-0.2245941162109375,995.6210327148438,2026-04-11T19:09:22.921-05:00
1775952563993206800,75.71820678710938,-0.166473388671875,995.6141662597656,2026-04-11T19:09:23.993-05:00
